   8750.481      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8755.486      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8760.478      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8765.495      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8770.480      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8775.489      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8780.487      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8785.489      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8790.499      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8795.495      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8800.496      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8805.485      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8810.500      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8815.501      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8820.488      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8825.501      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8830.501      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8835.487      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8840.499      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8845.497      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8850.502      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8855.492      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8860.489      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8865.491      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8870.501      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8875.496      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8880.497      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8885.505      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8890.498      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8895.498      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8900.504      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8905.495      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8910.513      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8915.497      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8920.506      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8925.502      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8930.504      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8935.512      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8940.506      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8945.505      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8950.511      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8955.503      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8960.521      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8961.006      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8961.513      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8962.019      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8962.505      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8963.012      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8963.519      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8964.005      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8964.511      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8965.018      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8965.504      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8966.011      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8966.518      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8967.004      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8967.511      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8968.018      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8968.505      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8969.012      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8969.519      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8970.006      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8970.514      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8971.021      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8971.508      0.0000000E+00  0.0000000E+00  0.0000000E+00
