   8749.950      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8754.954      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8759.945      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8764.962      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8769.946      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8774.955      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8779.952      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8784.954      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8789.963      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8794.958      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8799.958      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8804.946      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8809.960      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8814.961      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8819.947      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8824.960      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8829.959      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8834.944      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8839.956      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8844.953      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8849.957      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8854.947      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8859.943      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8864.945      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8869.954      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8874.948      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8879.949      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8884.955      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8889.948      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8894.947      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8899.952      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8904.943      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8909.960      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8914.943      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8919.952      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8924.947      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8929.949      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8934.956      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8939.949      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8944.948      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8949.953      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8954.944      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8959.962      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8960.447      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8960.954      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8961.460      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8961.946      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8962.452      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8962.959      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8963.445      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8963.951      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8964.458      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8964.944      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8965.451      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8965.958      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8966.444      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8966.951      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8967.457      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8967.944      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8968.451      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8968.958      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8969.445      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8969.952      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8970.460      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8970.946      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8971.454      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8971.941      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8972.449      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8972.956      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8973.443      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8973.951      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8974.459      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8974.947      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8975.455      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8975.942      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8976.450      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8976.959      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8977.446      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8977.955      0.0000000E+00  0.0000000E+00  0.0000000E+00
   8978.442      0.0000000E+00  0.0000000E+00  0.0000000E+00
